,CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Segment,Cluster
154,12539.0,22,273,5568.35,2,1,1,211,Loyal Customers,1
155,12540.0,20,478,13400.24,2,1,1,211,Loyal Customers,1
156,12541.0,30,52,981.18,2,2,2,222,Other,1
157,12544.0,36,19,372.7,2,3,3,233,Other,1
158,12545.0,75,50,1000.39,3,2,2,322,Inactive But Potentially Returning,1
159,12546.0,47,69,1161.5,2,2,2,222,Other,1
160,12547.0,198,8,207.79999999999998,4,4,4,444,Inactive and Unlikely to Return,0
161,12548.0,166,5,95.19999999999999,4,4,4,444,Inactive and Unlikely to Return,0
162,12550.0,79,57,964.83,3,2,2,322,Inactive But Potentially Returning,1
163,12551.0,358,10,168.0,4,4,4,444,Inactive and Unlikely to Return,0
164,12552.0,39,20,437.82,2,3,3,233,Other,1
165,12553.0,8,191,3692.28,1,1,1,111,Top Tier,1
166,12556.0,50,119,599.56,2,1,3,213,Loyal Customers,1
167,12557.0,16,33,11990.960000000001,1,3,1,131,High Spenders,1
168,12558.0,8,11,269.96,1,4,4,144,Other,1
169,12559.0,311,21,561.71,4,3,3,433,Other,0
170,12560.0,5,105,2134.01,1,1,1,111,Top Tier,1
171,12561.0,303,16,238.85,4,4,4,444,Inactive and Unlikely to Return,0
172,12562.0,8,168,3781.7400000000002,1,1,1,111,Top Tier,1
173,12564.0,261,21,456.9,4,3,3,433,Other,0
174,12565.0,289,9,145.92,4,4,4,444,Inactive and Unlikely to Return,0
175,12566.0,86,19,351.65,3,3,3,333,Other,1
176,12567.0,23,446,9401.28,2,1,1,211,Loyal Customers,1
177,12569.0,2,188,4124.69,1,1,1,111,Top Tier,1
178,12571.0,40,34,519.61,2,3,3,233,Other,1
179,12572.0,9,60,1020.42,1,2,2,122,Other,1
180,12573.0,227,28,160.54000000000002,4,3,4,434,Other,0
181,12574.0,316,11,218.45,4,4,4,444,Inactive and Unlikely to Return,0
182,12576.0,36,88,1315.83,2,2,2,222,Other,1
183,12577.0,35,146,626.6,2,1,3,213,Loyal Customers,1
184,12578.0,21,114,2794.51,2,1,1,211,Loyal Customers,1
185,12579.0,78,29,440.42,3,3,3,333,Other,1
186,12580.0,247,24,415.7,4,3,3,433,Other,0
187,12581.0,40,15,197.71,2,4,4,244,Other,1
188,12582.0,239,22,511.36,4,3,3,433,Other,0
189,12583.0,3,247,7281.38,1,1,1,111,Top Tier,1
190,12584.0,4,96,2338.15,1,2,1,121,High Spenders,1
191,12585.0,234,87,2040.1,4,2,1,421,High Spenders,0
192,12586.0,17,11,196.94000000000003,1,4,4,144,Other,1
193,12587.0,8,4,144.0,1,4,4,144,Other,1
194,12588.0,39,10,214.89999999999998,2,4,4,244,Other,1
195,12589.0,29,35,646.68,2,3,3,233,Other,1
196,12590.0,211,68,9864.26,4,2,1,421,High Spenders,0
197,12591.0,317,26,452.84999999999997,4,3,3,433,Other,0
198,12592.0,92,18,437.6,3,3,3,333,Other,1
199,12593.0,109,21,418.09999999999997,3,3,3,333,Other,1
200,12594.0,38,118,3338.2200000000003,2,1,1,211,Loyal Customers,1
201,12596.0,51,27,618.27,2,3,3,233,Other,1
202,12597.0,19,206,3811.22,2,1,1,211,Loyal Customers,1
203,12598.0,10,132,3023.08,1,1,1,111,Top Tier,1
204,12599.0,29,62,1032.58,2,2,2,222,Other,1
205,12600.0,29,64,2599.04,2,2,1,221,High Spenders,1
206,12601.0,190,28,577.0600000000001,4,3,3,433,Other,0
207,12602.0,59,12,153.12,3,4,4,344,Other,1
208,12603.0,22,3,739.1999999999999,2,4,2,242,Other,1
209,12604.0,79,16,254.18,3,4,4,344,Other,1
210,12607.0,60,101,1579.51,3,1,2,312,Loyal Customers,1
211,12609.0,78,60,1126.85,3,2,2,322,Inactive But Potentially Returning,1
212,12610.0,23,106,2099.54,2,1,1,211,Loyal Customers,1
213,12611.0,52,65,1193.32,3,2,2,322,Inactive But Potentially Returning,1
214,12612.0,74,19,704.0400000000001,3,3,2,332,Other,1
215,12613.0,57,153,3344.38,3,1,1,311,Loyal Customers,1
216,12614.0,278,20,315.6,4,3,3,433,Other,0
217,12615.0,2,105,2291.19,1,1,1,111,Top Tier,1
218,12616.0,95,32,713.3,3,3,2,332,Other,1
219,12617.0,29,41,352.98,2,3,3,233,Other,1
220,12618.0,22,11,177.31,2,4,4,244,Other,1
221,12619.0,16,90,3641.24,1,2,1,121,High Spenders,1
222,12620.0,15,92,1339.41,1,2,2,122,Other,1
223,12621.0,2,467,13689.67,1,1,1,111,Top Tier,1
224,12622.0,232,11,180.1,4,4,4,444,Inactive and Unlikely to Return,0
225,12623.0,276,18,305.1,4,3,4,434,Other,0
226,12624.0,106,38,641.13,3,3,3,333,Other,1
227,12625.0,212,86,2683.82,4,2,1,421,High Spenders,0
228,12626.0,23,294,6620.48,2,1,1,211,Loyal Customers,1
229,12627.0,11,230,4478.53,1,1,1,111,Top Tier,1
230,12628.0,4,41,786.46,1,3,2,132,Other,1
231,12630.0,10,64,1270.88,1,2,2,122,Other,1
232,12631.0,57,31,640.5,3,3,3,333,Other,1
233,12633.0,59,101,2163.98,3,1,1,311,Loyal Customers,1
234,12635.0,90,101,1689.18,3,1,1,311,Loyal Customers,1
235,12637.0,67,382,6002.9,3,1,1,311,Loyal Customers,1
236,12638.0,33,39,671.69,2,3,2,232,Other,1
237,12639.0,239,22,486.1,4,3,3,433,Other,0
238,12640.0,24,53,1174.58,2,2,2,222,Other,1
239,12641.0,115,10,185.9,3,4,4,344,Other,1
240,12642.0,25,47,1013.26,2,2,2,222,Other,1
241,12643.0,128,24,3344.64,3,3,1,331,High Spenders,1
242,12644.0,130,31,477.91,3,3,3,333,Other,1
243,12645.0,34,73,1775.18,2,2,1,221,High Spenders,1
244,12646.0,5,45,1346.97,1,2,2,122,Other,1
245,12647.0,22,122,3722.82,2,1,1,211,Loyal Customers,1
246,12648.0,155,21,318.05,4,3,3,433,Other,0
247,12649.0,107,31,623.51,3,3,3,333,Other,1
248,12650.0,3,20,314.44,1,3,3,133,Other,1
249,12651.0,335,9,114.0,4,4,4,444,Inactive and Unlikely to Return,0
250,12652.0,331,48,919.98,4,2,2,422,Other,0
251,12653.0,149,43,2209.85,4,2,1,421,High Spenders,0
252,12654.0,11,38,601.98,1,3,3,133,Other,1
253,12656.0,17,126,4051.17,1,1,1,111,Top Tier,1
254,12657.0,11,47,1643.18,1,2,2,122,Other,1
255,12658.0,19,36,686.05,2,3,2,232,Other,1
256,12659.0,30,5,91.68,2,4,4,244,Other,1
257,12660.0,11,13,245.1,1,4,4,144,Other,1
258,12662.0,1,230,3849.78,1,1,1,111,Top Tier,1
259,12664.0,8,37,4881.88,1,3,1,131,High Spenders,1
260,12665.0,325,3,63.0,4,4,4,444,Inactive and Unlikely to Return,0
261,12667.0,58,33,620.13,3,3,3,333,Other,1
262,12668.0,12,161,3807.15,1,1,1,111,Top Tier,1
263,12669.0,151,101,2744.0299999999997,4,1,1,411,Loyal Customers,0
264,12670.0,10,92,2996.05,1,2,1,121,High Spenders,1
265,12672.0,330,10,225.89999999999998,4,4,4,444,Inactive and Unlikely to Return,0
266,12673.0,5,42,610.52,1,2,3,123,Other,1
267,12674.0,39,83,1970.6,2,2,1,221,High Spenders,1
268,12676.0,25,45,1331.39,2,2,2,222,Other,1
269,12678.0,42,165,17628.46,2,1,1,211,Loyal Customers,1
270,12679.0,59,48,1113.02,3,2,2,322,Inactive But Potentially Returning,1
271,12680.0,1,52,862.81,1,2,2,122,Other,1
272,12681.0,15,638,13787.54,1,1,1,111,Top Tier,1
273,12682.0,4,524,12279.82,1,1,1,111,Top Tier,1
274,12683.0,4,344,8476.57,1,1,1,111,Top Tier,1
275,12684.0,8,105,2283.63,1,1,1,111,Top Tier,1
276,12685.0,28,157,2863.08,2,1,1,211,Loyal Customers,1
277,12686.0,372,7,89.14,4,4,4,444,Inactive and Unlikely to Return,0
278,12688.0,114,171,4873.8099999999995,3,1,1,311,Loyal Customers,1
279,12689.0,26,72,1247.61,2,2,2,222,Other,1
280,12690.0,206,16,389.01,4,4,3,443,Other,0
281,12691.0,28,32,1035.8,2,3,2,232,Other,1
282,12693.0,127,39,855.91,3,3,2,332,Other,1
283,12694.0,70,37,869.67,3,3,2,332,Other,1
284,12695.0,7,27,582.1,1,3,3,133,Other,1
285,12697.0,29,41,957.59,2,3,2,232,Other,1
286,12700.0,8,268,4939.99,1,1,1,111,Top Tier,1
287,12701.0,80,53,797.71,3,2,2,322,Inactive But Potentially Returning,1
288,12702.0,20,12,219.0,2,4,4,244,Other,1
289,12703.0,71,21,283.55,3,3,4,334,Other,1
290,12704.0,7,88,2340.84,1,2,1,121,High Spenders,1
291,12705.0,15,334,6868.29,1,1,1,111,Top Tier,1
292,12707.0,292,33,603.42,4,3,3,433,Other,0
293,12708.0,30,157,2712.91,2,1,1,211,Loyal Customers,1
294,12709.0,15,207,9706.52,1,1,1,111,Top Tier,1
295,12710.0,97,77,1149.02,3,2,2,322,Inactive But Potentially Returning,1
296,12712.0,29,133,4396.13,2,1,1,211,Loyal Customers,1
297,12713.0,1,38,848.55,1,3,2,132,Other,1
298,12714.0,9,259,4708.86,1,1,1,111,Top Tier,1
299,12715.0,106,20,343.36,3,3,3,333,Other,1
300,12716.0,4,69,1053.49,1,2,2,122,Other,1
301,12717.0,151,55,1030.98,4,2,2,422,Other,0
302,12718.0,71,19,238.25,3,3,4,334,Other,1
303,12719.0,5,39,644.95,1,3,3,133,Other,1
304,12720.0,3,354,5781.73,1,1,1,111,Top Tier,1
305,12721.0,32,161,2656.13,2,1,1,211,Loyal Customers,1
306,12722.0,85,53,997.63,3,2,2,322,Inactive But Potentially Returning,1
307,12723.0,4,69,725.07,1,2,2,122,Other,1
308,12724.0,5,53,1031.41,1,2,2,122,Other,1
309,12725.0,371,24,427.8,4,3,3,433,Other,0
310,12726.0,28,124,2609.1,2,1,1,211,Loyal Customers,1
311,12727.0,11,139,3980.7,1,1,1,111,Top Tier,1
312,12728.0,71,46,836.33,3,2,2,322,Inactive But Potentially Returning,1
313,12729.0,114,26,453.01,3,3,3,333,Other,1
314,12731.0,24,274,18895.91,2,1,1,211,Loyal Customers,1
315,12732.0,180,12,236.26000000000002,4,4,4,444,Inactive and Unlikely to Return,0
316,12733.0,234,22,383.95,4,3,3,433,Other,0
317,12734.0,353,4,110.39999999999999,4,4,4,444,Inactive and Unlikely to Return,0
318,12735.0,315,43,779.5699999999999,4,2,2,422,Other,0
319,12736.0,333,4,234.0,4,4,4,444,Inactive and Unlikely to Return,0
320,12738.0,372,11,155.35,4,4,4,444,Inactive and Unlikely to Return,0
321,12739.0,78,38,1013.04,3,3,2,332,Other,1
322,12740.0,64,27,427.6,3,3,3,333,Other,1
323,12743.0,134,131,540.13,3,1,3,313,Loyal Customers,1
324,12744.0,52,222,21279.29,3,1,1,311,Loyal Customers,1
325,12747.0,2,103,4196.01,1,1,1,111,Top Tier,1
326,12748.0,1,4413,33053.19,1,1,1,111,Top Tier,2
327,12749.0,4,199,4090.88,1,1,1,111,Top Tier,1
328,12750.0,129,15,275.88,3,4,4,344,Other,1
329,12752.0,81,53,4366.78,3,2,1,321,High Spenders,1
330,12753.0,23,197,21429.39,2,1,1,211,Loyal Customers,1
331,12754.0,236,63,3010.74,4,2,1,421,High Spenders,0
332,12755.0,281,4,3811.95,4,4,1,441,High Spenders,0
333,12756.0,87,4,112.07999999999998,3,4,4,344,Other,1
334,12757.0,16,364,7834.650000000001,1,1,1,111,Top Tier,1
335,12758.0,117,97,2791.59,3,2,1,321,High Spenders,1
336,12759.0,52,95,1531.44,3,2,2,322,Inactive But Potentially Returning,1
337,12762.0,8,69,1898.52,1,2,1,121,High Spenders,1
338,12763.0,138,18,494.08,3,3,3,333,Other,1
339,12764.0,317,45,1693.88,4,2,1,421,High Spenders,0
340,12766.0,4,310,6989.63,1,1,1,111,Top Tier,1
341,12769.0,239,32,1143.6,4,3,2,432,Other,0
342,12770.0,211,12,1351.45,4,4,2,442,Other,0
343,12772.0,60,55,892.47,3,2,2,322,Inactive But Potentially Returning,1
344,12775.0,17,66,1386.04,1,2,2,122,Other,1
345,12778.0,20,50,822.23,2,2,2,222,Other,1
346,12779.0,38,149,3981.36,2,1,1,211,Loyal Customers,1
347,12781.0,64,25,826.74,3,3,2,332,Other,1
348,12782.0,5,103,2330.92,1,1,1,111,Top Tier,1
349,12783.0,2,84,2225.91,1,2,1,121,High Spenders,1
350,12784.0,9,57,532.8199999999999,1,2,3,123,Other,1
351,12785.0,364,14,311.95,4,4,3,443,Other,0
352,12787.0,10,20,463.66,1,3,3,133,Other,1
353,12789.0,65,4,91.85,3,4,4,344,Other,1
354,12790.0,192,21,324.92,4,3,3,433,Other,0
355,12791.0,374,2,192.60000000000002,4,4,4,444,Inactive and Unlikely to Return,0
356,12792.0,257,25,400.53999999999996,4,3,3,433,Other,0
357,12793.0,335,24,545.48,4,3,3,433,Other,0
358,12794.0,53,45,860.41,3,2,2,322,Inactive But Potentially Returning,1
359,12795.0,19,14,430.48,2,4,3,243,Other,1
360,12797.0,366,13,254.03,4,4,4,444,Inactive and Unlikely to Return,0
361,12798.0,10,8,6977.04,1,4,1,141,High Spenders,1
362,12802.0,187,25,427.58,4,3,3,433,Other,0
363,12808.0,37,28,483.65000000000003,2,3,3,233,Other,1
364,12809.0,178,25,489.31,4,3,3,433,Other,0
365,12811.0,261,31,514.85,4,3,3,433,Other,0
366,12812.0,45,15,229.64000000000001,2,4,4,244,Other,1
367,12814.0,102,2,125.92,3,4,4,344,Other,1
368,12815.0,148,47,1063.46,4,2,2,422,Other,0
369,12816.0,96,29,572.2,3,3,3,333,Other,1
370,12817.0,281,4,166.04,4,4,4,444,Inactive and Unlikely to Return,0
371,12818.0,262,14,1542.08,4,4,2,442,Other,0
372,12820.0,3,59,942.34,1,2,2,122,Other,1
373,12821.0,214,6,92.72,4,4,4,444,Inactive and Unlikely to Return,0
374,12822.0,71,46,948.88,3,2,2,322,Inactive But Potentially Returning,1
375,12823.0,75,5,1759.5,3,4,1,341,High Spenders,1
376,12824.0,60,25,397.12,3,3,3,333,Other,1
377,12826.0,3,91,1474.72,1,2,2,122,Other,1
378,12827.0,6,25,430.15000000000003,1,3,3,133,Other,1
379,12828.0,3,56,1018.71,1,2,2,122,Other,1
380,12829.0,337,11,293.0,4,4,4,444,Inactive and Unlikely to Return,0
381,12830.0,38,38,6814.64,2,3,1,231,High Spenders,1
382,12831.0,262,9,215.05,4,4,4,444,Inactive and Unlikely to Return,0
383,12832.0,32,27,383.03,2,3,3,233,Other,1
384,12833.0,145,24,417.38,4,3,3,433,Other,0
385,12834.0,283,18,312.38,4,3,3,433,Other,0
386,12836.0,59,174,2610.36,3,1,1,311,Loyal Customers,1
387,12837.0,173,12,134.1,4,4,4,444,Inactive and Unlikely to Return,0
388,12838.0,34,120,671.95,2,1,2,212,Loyal Customers,1
389,12839.0,3,314,5591.42,1,1,1,111,Top Tier,1
390,12840.0,144,113,2726.77,4,1,1,411,Loyal Customers,1
391,12841.0,5,414,3991.58,1,1,1,111,Top Tier,1
392,12842.0,70,34,1118.99,3,3,2,332,Other,1
393,12843.0,66,103,1702.26,3,1,1,311,Loyal Customers,1
394,12844.0,29,52,325.96000000000004,2,2,3,223,Other,1
395,12845.0,267,27,354.09,4,3,3,433,Other,0
396,12847.0,22,84,843.64,2,2,2,222,Other,1
397,12849.0,31,48,1010.29,2,2,2,222,Other,1
398,12851.0,97,47,131.81,3,2,4,324,Other,1
399,12852.0,295,17,311.55,4,4,3,443,Other,0
400,12853.0,135,78,1957.1000000000001,3,2,1,321,High Spenders,1
401,12854.0,79,109,1316.25,3,1,2,312,Loyal Customers,1
402,12855.0,373,3,38.1,4,4,4,444,Inactive and Unlikely to Return,0
403,12856.0,8,311,2170.78,1,1,1,111,Top Tier,1
404,12857.0,211,46,1106.4,4,2,2,422,Other,0
405,12863.0,52,5,521.2,3,4,3,343,Other,1
406,12864.0,138,3,147.12,3,4,4,344,Other,1
407,12865.0,26,95,1568.23,2,2,2,222,Other,1
408,12866.0,283,26,559.12,4,3,3,433,Other,0
409,12867.0,26,534,4009.34,2,1,1,211,Loyal Customers,1
410,12868.0,186,107,1607.0600000000002,4,1,2,412,Loyal Customers,0
411,12871.0,84,11,380.64,3,4,3,343,Other,1
412,12872.0,327,66,599.97,4,2,3,423,Other,0
413,12873.0,282,4,374.0,4,4,3,443,Other,0
414,12875.0,143,2,343.2300000000001,4,4,3,443,Other,0
415,12876.0,58,85,2218.02,3,2,1,321,High Spenders,1
416,12877.0,4,154,1535.77,1,1,2,112,Loyal Customers,1
417,12878.0,236,47,854.99,4,2,2,422,Other,0
418,12879.0,45,10,573.22,2,4,3,243,Other,1
419,12881.0,276,7,298.0,4,4,4,444,Inactive and Unlikely to Return,0
420,12882.0,9,13,1463.04,1,4,2,142,Other,1
421,12883.0,25,42,703.47,2,2,2,222,Other,1
422,12884.0,88,7,309.05,3,4,3,343,Other,1
423,12885.0,63,71,1175.22,3,2,2,322,Inactive But Potentially Returning,1
424,12886.0,68,82,1378.4,3,2,2,322,Inactive But Potentially Returning,1
425,12888.0,214,5,354.12,4,4,3,443,Other,0
426,12890.0,24,79,376.71999999999997,2,2,3,223,Other,1
427,12891.0,186,3,331.0,4,4,3,443,Other,0
428,12893.0,31,31,176.55,2,3,4,234,Other,1
429,12895.0,42,22,372.8,2,3,3,233,Other,1
430,12897.0,205,4,216.5,4,4,4,444,Inactive and Unlikely to Return,0
431,12901.0,9,116,17654.54,1,1,1,111,Top Tier,1
432,12902.0,265,10,138.68,4,4,4,444,Inactive and Unlikely to Return,0
433,12904.0,18,71,496.06,1,2,3,123,Other,1
434,12906.0,12,63,2919.81,1,2,1,121,High Spenders,1
435,12908.0,176,2,750.0,4,4,2,442,Other,0
